# EVM prediction: Mode:STANDARD S-ratio: 14.19 707-2404 orient(-) score(6345.00) noncoding_equivalent(447.00) raw_noncoding(447.00) offset(0.00)
2404	707	single-	4	6	{GlimmerHMM_glimmerT_1122-T1;GlimmerHMM}
314524	314582	INTRON			{Augustus_model.g1017.t1;Augustus},{GlimmerHMM_glimmerT_1235-T1;GlimmerHMM},{GeneMark_model.1339_t;GeneMark},{snap_scaffold_3-snap.122-T1;snap},{ev_type:exonerate/ID=match.2566964.1044/Target=lcl|KQ954467_1_prot_KWU46415_1_1131;exonerate}
314583	316638	internal+	3	3	{Augustus_model.g1017.t1;Augustus},{GlimmerHMM_glimmerT_1235-T1;GlimmerHMM},{GeneMark_model.1339_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1044/Target=lcl|KQ954467_1_prot_KWU46415_1_1131;exonerate}
316639	316700	INTRON			{Augustus_model.g1017.t1;Augustus},{GlimmerHMM_glimmerT_1235-T1;GlimmerHMM},{GeneMark_model.1339_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1044/Target=lcl|KQ954467_1_prot_KWU46415_1_1131;exonerate}
316701	317354	terminal+	1	3	{GlimmerHMM_glimmerT_1235-T1;GlimmerHMM},{GeneMark_model.1339_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 4.05 317552-319269 orient(-) score(10687.00) noncoding_equivalent(2641.34) raw_noncoding(3691.22) offset(1049.88)
317782	317552	terminal-	4	6	{GeneMark_model.1340_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{snap_scaffold_3-snap.123-T1;snap},{HiQ_model.g1018.t1;HiQ}
317856	317783	INTRON			{GeneMark_model.1340_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{HiQ_model.g1018.t1;HiQ},{ev_type:exonerate/ID=match.2566964.1527/Target=lcl|PJQD01000140_1_prot_POY70240_1_1046;exonerate},{ev_type:exonerate/ID=match.2566964.1532/Target=lcl|KQ954467_1_prot_KWU46416_1_1132;exonerate}
318005	317857	internal-	5	6	{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{HiQ_model.g1018.t1;HiQ}
318066	318006	INTRON			{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{HiQ_model.g1018.t1;HiQ}
318129	318067	internal-	5	4	{GeneMark_model.1340_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{HiQ_model.g1018.t1;HiQ},{ev_type:exonerate/ID=match.2566964.1527/Target=lcl|PJQD01000140_1_prot_POY70240_1_1046;exonerate},{ev_type:exonerate/ID=match.2566964.1532/Target=lcl|KQ954467_1_prot_KWU46416_1_1132;exonerate}
318193	318130	INTRON			{GeneMark_model.1340_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{HiQ_model.g1018.t1;HiQ},{ev_type:exonerate/ID=match.2566964.1527/Target=lcl|PJQD01000140_1_prot_POY70240_1_1046;exonerate},{ev_type:exonerate/ID=match.2566964.1532/Target=lcl|KQ954467_1_prot_KWU46416_1_1132;exonerate}
318237	318194	internal-	6	4	{GeneMark_model.1340_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{HiQ_model.g1018.t1;HiQ},{ev_type:exonerate/ID=match.2566964.1527/Target=lcl|PJQD01000140_1_prot_POY70240_1_1046;exonerate},{ev_type:exonerate/ID=match.2566964.1532/Target=lcl|KQ954467_1_prot_KWU46416_1_1132;exonerate}
318297	318238	INTRON			{GeneMark_model.1340_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{HiQ_model.g1018.t1;HiQ},{ev_type:exonerate/ID=match.2566964.1527/Target=lcl|PJQD01000140_1_prot_POY70240_1_1046;exonerate},{ev_type:exonerate/ID=match.2566964.1532/Target=lcl|KQ954467_1_prot_KWU46416_1_1132;exonerate}
318402	318298	internal-	6	5	{GeneMark_model.1340_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{HiQ_model.g1018.t1;HiQ},{ev_type:exonerate/ID=match.2566964.1527/Target=lcl|PJQD01000140_1_prot_POY70240_1_1046;exonerate},{ev_type:exonerate/ID=match.2566964.1532/Target=lcl|KQ954467_1_prot_KWU46416_1_1132;exonerate}
318463	318403	INTRON			{GeneMark_model.1340_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{HiQ_model.g1018.t1;HiQ},{ev_type:exonerate/ID=match.2566964.1527/Target=lcl|PJQD01000140_1_prot_POY70240_1_1046;exonerate},{ev_type:exonerate/ID=match.2566964.1532/Target=lcl|KQ954467_1_prot_KWU46416_1_1132;exonerate}
318942	318464	internal-	4	5	{GeneMark_model.1340_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{HiQ_model.g1018.t1;HiQ},{ev_type:exonerate/ID=match.2566964.1527/Target=lcl|PJQD01000140_1_prot_POY70240_1_1046;exonerate},{ev_type:exonerate/ID=match.2566964.1532/Target=lcl|KQ954467_1_prot_KWU46416_1_1132;exonerate}
319002	318943	INTRON			{GeneMark_model.1340_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{HiQ_model.g1018.t1;HiQ},{ev_type:exonerate/ID=match.2566964.1527/Target=lcl|PJQD01000140_1_prot_POY70240_1_1046;exonerate},{ev_type:exonerate/ID=match.2566964.1532/Target=lcl|KQ954467_1_prot_KWU46416_1_1132;exonerate}
319136	319003	internal-	5	6	{GeneMark_model.1340_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{HiQ_model.g1018.t1;HiQ},{ev_type:exonerate/ID=match.2566964.1527/Target=lcl|PJQD01000140_1_prot_POY70240_1_1046;exonerate},{ev_type:exonerate/ID=match.2566964.1532/Target=lcl|KQ954467_1_prot_KWU46416_1_1132;exonerate}
319217	319137	INTRON			{GeneMark_model.1340_t;GeneMark},{HiQ_model.g1018.t1;HiQ},{ev_type:exonerate/ID=match.2566964.1527/Target=lcl|PJQD01000140_1_prot_POY70240_1_1046;exonerate},{ev_type:exonerate/ID=match.2566964.1532/Target=lcl|KQ954467_1_prot_KWU46416_1_1132;exonerate}
319269	319218	initial-	4	4	{GeneMark_model.1340_t;GeneMark},{HiQ_model.g1018.t1;HiQ}

# EVM prediction: Mode:STANDARD S-ratio: 2.57 319445-323983 orient(-) score(13797.00) noncoding_equivalent(5376.93) raw_noncoding(6748.47) offset(1371.54)
320127	319445	terminal-	5	6	{GeneMark_model.1341_t;GeneMark},{Augustus_model.g1019.t1;Augustus}
320190	320128	INTRON			{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
320245	320191	internal-	4	4	{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM}
320303	320246	INTRON			{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM}
320391	320304	internal-	6	6	{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
320451	320392	INTRON			{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
320528	320452	internal-	4	5	{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
320586	320529	INTRON			{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
320695	320587	internal-	6	6	{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
320760	320696	INTRON			{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
320923	320761	internal-	5	5	{GeneMark_model.1341_t;GeneMark},{Augustus_model.g1019.t1;Augustus}
320993	320924	INTRON			{GeneMark_model.1341_t;GeneMark},{Augustus_model.g1019.t1;Augustus}
321021	320994	internal-	4	4	{GeneMark_model.1341_t;GeneMark},{Augustus_model.g1019.t1;Augustus}
321094	321022	INTRON			{GeneMark_model.1341_t;GeneMark},{Augustus_model.g1019.t1;Augustus}
321260	321095	internal-	6	6	{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
321327	321261	INTRON			{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
321415	321328	internal-	5	5	{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
321480	321416	INTRON			{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
321688	321481	internal-	4	4	{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
321734	321689	INTRON			{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
321801	321735	internal-	6	6	{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
321869	321802	INTRON			{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
321979	321870	internal-	4	5	{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
322044	321980	INTRON			{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
322185	322045	internal-	4	6	{GeneMark_model.1341_t;GeneMark},{Augustus_model.g1019.t1;Augustus}
322225	322186	INTRON			{GeneMark_model.1341_t;GeneMark}
322251	322226	internal-	5	6	{GeneMark_model.1341_t;GeneMark}
322321	322252	INTRON			{GeneMark_model.1341_t;GeneMark}
322747	322322	internal-	5	4	{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM}
322812	322748	INTRON			{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
323670	322813	internal-	5	4	{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
323733	323671	INTRON			{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}
323983	323734	initial-	4	4	{GeneMark_model.1341_t;GeneMark},{GlimmerHMM_glimmerT_1236-T1;GlimmerHMM},{Augustus_model.g1019.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 2.55 324128-324995 orient(+) score(2574.00) noncoding_equivalent(1010.59) raw_noncoding(1567.00) offset(556.41)
324128	324205	initial+	1	3	{GlimmerHMM_glimmerT_1237-T1;GlimmerHMM},{Augustus_model.g1020.t1;Augustus},{GeneMark_model.1342_t;GeneMark}
324206	324477	INTRON			{GlimmerHMM_glimmerT_1237-T1;GlimmerHMM},{Augustus_model.g1020.t1;Augustus}
324478	324547	internal+	1	1	{GlimmerHMM_glimmerT_1237-T1;GlimmerHMM},{Augustus_model.g1020.t1;Augustus},{GeneMark_model.1342_t;GeneMark}
324548	324609	INTRON			{GlimmerHMM_glimmerT_1237-T1;GlimmerHMM},{Augustus_model.g1020.t1;Augustus},{GeneMark_model.1342_t;GeneMark}
324610	324721	internal+	2	2	{Augustus_model.g1020.t1;Augustus},{GeneMark_model.1342_t;GeneMark}
324722	324793	INTRON			{Augustus_model.g1020.t1;Augustus},{GeneMark_model.1342_t;GeneMark}
324794	324995	terminal+	3	3	{Augustus_model.g1020.t1;Augustus},{GeneMark_model.1342_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 6.57 325299-328101 orient(+) score(14174.00) noncoding_equivalent(2158.83) raw_noncoding(2547.12) offset(388.29)
325299	325367	initial+	1	3	{GeneMark_model.1343_t;GeneMark},{Augustus_model.g1021.t1;Augustus}
325368	325433	INTRON			{GeneMark_model.1343_t;GeneMark},{Augustus_model.g1021.t1;Augustus},{ev_type:exonerate/ID=match.2566964.491/Target=lcl|PJQD01000140_1_prot_POY70237_1_1043;exonerate}
325434	326329	internal+	1	2	{GeneMark_model.1343_t;GeneMark},{Augustus_model.g1021.t1;Augustus},{ev_type:exonerate/ID=match.2566964.491/Target=lcl|PJQD01000140_1_prot_POY70237_1_1043;exonerate}
326330	326398	INTRON			{GeneMark_model.1343_t;GeneMark},{Augustus_model.g1021.t1;Augustus},{GlimmerHMM_glimmerT_1238-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.491/Target=lcl|PJQD01000140_1_prot_POY70237_1_1043;exonerate}
326399	326643	internal+	3	1	{GeneMark_model.1343_t;GeneMark},{Augustus_model.g1021.t1;Augustus},{GlimmerHMM_glimmerT_1238-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.491/Target=lcl|PJQD01000140_1_prot_POY70237_1_1043;exonerate}
326644	326704	INTRON			{GeneMark_model.1343_t;GeneMark},{Augustus_model.g1021.t1;Augustus},{GlimmerHMM_glimmerT_1238-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.487/Target=lcl|KQ954467_1_prot_KWU46418_1_1134;exonerate},{ev_type:exonerate/ID=match.2566964.491/Target=lcl|PJQD01000140_1_prot_POY70237_1_1043;exonerate}
326705	327381	internal+	2	3	{GeneMark_model.1343_t;GeneMark},{Augustus_model.g1021.t1;Augustus},{GlimmerHMM_glimmerT_1238-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.487/Target=lcl|KQ954467_1_prot_KWU46418_1_1134;exonerate},{ev_type:exonerate/ID=match.2566964.491/Target=lcl|PJQD01000140_1_prot_POY70237_1_1043;exonerate}
327382	327448	INTRON			{GeneMark_model.1343_t;GeneMark},{Augustus_model.g1021.t1;Augustus},{GlimmerHMM_glimmerT_1238-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.487/Target=lcl|KQ954467_1_prot_KWU46418_1_1134;exonerate},{ev_type:exonerate/ID=match.2566964.491/Target=lcl|PJQD01000140_1_prot_POY70237_1_1043;exonerate}
327449	327547	internal+	1	3	{GeneMark_model.1343_t;GeneMark},{Augustus_model.g1021.t1;Augustus},{GlimmerHMM_glimmerT_1238-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.487/Target=lcl|KQ954467_1_prot_KWU46418_1_1134;exonerate},{ev_type:exonerate/ID=match.2566964.491/Target=lcl|PJQD01000140_1_prot_POY70237_1_1043;exonerate}
327548	327612	INTRON			{GeneMark_model.1343_t;GeneMark},{Augustus_model.g1021.t1;Augustus},{GlimmerHMM_glimmerT_1238-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.487/Target=lcl|KQ954467_1_prot_KWU46418_1_1134;exonerate},{ev_type:exonerate/ID=match.2566964.491/Target=lcl|PJQD01000140_1_prot_POY70237_1_1043;exonerate}
327613	328000	internal+	1	1	{GeneMark_model.1343_t;GeneMark},{Augustus_model.g1021.t1;Augustus},{GlimmerHMM_glimmerT_1238-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.487/Target=lcl|KQ954467_1_prot_KWU46418_1_1134;exonerate},{ev_type:exonerate/ID=match.2566964.491/Target=lcl|PJQD01000140_1_prot_POY70237_1_1043;exonerate}
328001	328060	INTRON			{GeneMark_model.1343_t;GeneMark},{Augustus_model.g1021.t1;Augustus},{GlimmerHMM_glimmerT_1238-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.487/Target=lcl|KQ954467_1_prot_KWU46418_1_1134;exonerate},{ev_type:exonerate/ID=match.2566964.491/Target=lcl|PJQD01000140_1_prot_POY70237_1_1043;exonerate}
328061	328101	terminal+	2	3	{GeneMark_model.1343_t;GeneMark},{Augustus_model.g1021.t1;Augustus},{GlimmerHMM_glimmerT_1238-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 2.32 328350-330521 orient(+) score(6766.00) noncoding_equivalent(2911.26) raw_noncoding(3504.00) offset(592.74)
328350	328386	initial+	1	1	{GeneMark_model.1344_t;GeneMark},{GlimmerHMM_glimmerT_1239-T1;GlimmerHMM},{Augustus_model.g1022.t1;Augustus}
328387	328496	INTRON			{GeneMark_model.1344_t;GeneMark},{GlimmerHMM_glimmerT_1239-T1;GlimmerHMM},{Augustus_model.g1022.t1;Augustus}
328497	328789	internal+	2	3	{GeneMark_model.1344_t;GeneMark},{GlimmerHMM_glimmerT_1239-T1;GlimmerHMM},{Augustus_model.g1022.t1;Augustus}
328790	328863	INTRON			{GeneMark_model.1344_t;GeneMark},{Augustus_model.g1022.t1;Augustus}
328864	329091	internal+	1	3	{GeneMark_model.1344_t;GeneMark},{Augustus_model.g1022.t1;Augustus}
329092	329162	INTRON			{GeneMark_model.1344_t;GeneMark},{GlimmerHMM_glimmerT_1239-T1;GlimmerHMM},{Augustus_model.g1022.t1;Augustus}
329163	329248	internal+	1	2	{GeneMark_model.1344_t;GeneMark},{GlimmerHMM_glimmerT_1239-T1;GlimmerHMM},{Augustus_model.g1022.t1;Augustus}
329249	329318	INTRON			{GeneMark_model.1344_t;GeneMark},{GlimmerHMM_glimmerT_1239-T1;GlimmerHMM},{Augustus_model.g1022.t1;Augustus}
329319	329424	internal+	3	3	{GeneMark_model.1344_t;GeneMark},{GlimmerHMM_glimmerT_1239-T1;GlimmerHMM},{Augustus_model.g1022.t1;Augustus}
329425	329483	INTRON			{GeneMark_model.1344_t;GeneMark},{GlimmerHMM_glimmerT_1239-T1;GlimmerHMM},{Augustus_model.g1022.t1;Augustus}
329484	329784	internal+	1	1	{GeneMark_model.1344_t;GeneMark},{GlimmerHMM_glimmerT_1239-T1;GlimmerHMM}
329785	329847	INTRON			{GeneMark_model.1344_t;GeneMark},{GlimmerHMM_glimmerT_1239-T1;GlimmerHMM},{Augustus_model.g1022.t1;Augustus}
329848	329939	internal+	2	3	{GeneMark_model.1344_t;GeneMark},{GlimmerHMM_glimmerT_1239-T1;GlimmerHMM},{Augustus_model.g1022.t1;Augustus}
329940	330005	INTRON			{GeneMark_model.1344_t;GeneMark},{GlimmerHMM_glimmerT_1239-T1;GlimmerHMM},{Augustus_model.g1022.t1;Augustus}
330006	330129	internal+	1	1	{GeneMark_model.1344_t;GeneMark},{GlimmerHMM_glimmerT_1239-T1;GlimmerHMM},{Augustus_model.g1022.t1;Augustus}
330130	330201	INTRON			{GeneMark_model.1344_t;GeneMark},{GlimmerHMM_glimmerT_1239-T1;GlimmerHMM},{Augustus_model.g1022.t1;Augustus}
330202	330521	terminal+	2	3	{GeneMark_model.1344_t;GeneMark},{GlimmerHMM_glimmerT_1239-T1;GlimmerHMM},{Augustus_model.g1022.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 4.04 330688-332104 orient(-) score(4633.00) noncoding_equivalent(1146.44) raw_noncoding(1590.61) offset(444.17)
330820	330688	terminal-	6	6	{Augustus_model.g1023.t1;Augustus},{GlimmerHMM_glimmerT_1240-T1;GlimmerHMM},{GeneMark_model.1345_t;GeneMark}
330892	330821	INTRON			{Augustus_model.g1023.t1;Augustus},{GlimmerHMM_glimmerT_1240-T1;GlimmerHMM},{GeneMark_model.1345_t;GeneMark}
331090	330893	internal-	6	5	{Augustus_model.g1023.t1;Augustus},{GlimmerHMM_glimmerT_1240-T1;GlimmerHMM},{GeneMark_model.1345_t;GeneMark}
331161	331091	INTRON			{Augustus_model.g1023.t1;Augustus},{GeneMark_model.1345_t;GeneMark}
331212	331162	internal-	6	5	{Augustus_model.g1023.t1;Augustus},{GeneMark_model.1345_t;GeneMark}
331286	331213	INTRON			{Augustus_model.g1023.t1;Augustus}
331798	331287	internal-	4	5	{Augustus_model.g1023.t1;Augustus}
331861	331799	INTRON			{Augustus_model.g1023.t1;Augustus},{GlimmerHMM_glimmerT_1240-T1;GlimmerHMM},{GeneMark_model.1345_t;GeneMark}
332104	331862	initial-	4	6	{Augustus_model.g1023.t1;Augustus},{GlimmerHMM_glimmerT_1240-T1;GlimmerHMM},{GeneMark_model.1345_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 1.78 332678-334275 orient(+) score(4685.00) noncoding_equivalent(2638.88) raw_noncoding(3435.01) offset(796.13)
332678	332722	initial+	1	3	{GlimmerHMM_glimmerT_1241-T1;GlimmerHMM},{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
332723	332837	INTRON			{GlimmerHMM_glimmerT_1241-T1;GlimmerHMM},{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
332838	333023	internal+	1	3	{GlimmerHMM_glimmerT_1241-T1;GlimmerHMM},{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
333024	333087	INTRON			{GlimmerHMM_glimmerT_1241-T1;GlimmerHMM},{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
333088	333134	internal+	1	2	{GlimmerHMM_glimmerT_1241-T1;GlimmerHMM},{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
333135	333208	INTRON			{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
333209	333262	internal+	3	2	{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
333263	333318	INTRON			{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
333319	333455	internal+	3	1	{GlimmerHMM_glimmerT_1241-T1;GlimmerHMM},{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
333456	333513	INTRON			{GlimmerHMM_glimmerT_1241-T1;GlimmerHMM},{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
333514	333573	internal+	2	1	{GlimmerHMM_glimmerT_1241-T1;GlimmerHMM},{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
333574	333637	INTRON			{GlimmerHMM_glimmerT_1241-T1;GlimmerHMM},{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
333638	333668	internal+	2	2	{GlimmerHMM_glimmerT_1241-T1;GlimmerHMM},{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
333669	333731	INTRON			{GlimmerHMM_glimmerT_1241-T1;GlimmerHMM},{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
333732	333797	internal+	3	2	{GlimmerHMM_glimmerT_1241-T1;GlimmerHMM},{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
333798	333859	INTRON			{GlimmerHMM_glimmerT_1241-T1;GlimmerHMM},{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
333860	334010	internal+	3	3	{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
334011	334079	INTRON			{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
334080	334146	internal+	1	1	{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
334147	334204	INTRON			{GlimmerHMM_glimmerT_1241-T1;GlimmerHMM},{Augustus_model.g1024.t1;Augustus},{GeneMark_model.1346_t;GeneMark}
334205	334275	terminal+	2	3	{GlimmerHMM_glimmerT_1241-T1;GlimmerHMM},{GeneMark_model.1346_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 0.84 335990-336611 orient(+) score(1059.00) noncoding_equivalent(1260.76) raw_noncoding(1878.99) offset(618.23)
335990	336088	initial+	1	3	{GeneMark_model.1347_t;GeneMark}
336089	336173	INTRON			{GeneMark_model.1347_t;GeneMark}
336174	336225	internal+	1	1	{GeneMark_model.1347_t;GeneMark},{Augustus_model.g1024.t1;Augustus}
336226	336282	INTRON			{GeneMark_model.1347_t;GeneMark},{Augustus_model.g1024.t1;Augustus}
336283	336350	internal+	2	3	{GeneMark_model.1347_t;GeneMark},{Augustus_model.g1024.t1;Augustus}
336351	336425	INTRON			{GeneMark_model.1347_t;GeneMark},{Augustus_model.g1024.t1;Augustus}
336426	336434	internal+	1	3	{GeneMark_model.1347_t;GeneMark},{Augustus_model.g1024.t1;Augustus}
336435	336497	INTRON			{GeneMark_model.1347_t;GeneMark},{Augustus_model.g1024.t1;Augustus}
336498	336611	terminal+	1	3	{Augustus_model.g1024.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 6.64 338037-340843 orient(+) score(16927.00) noncoding_equivalent(2549.63) raw_noncoding(3152.12) offset(602.49)
338037	338077	initial+	1	2	{Augustus_model.g1025.t1;Augustus},{GeneMark_model.1348_t;GeneMark}
338078	338151	INTRON			{Augustus_model.g1025.t1;Augustus},{GeneMark_model.1348_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1442/Target=lcl|PJQD01000140_1_prot_POY70232_1_1038;exonerate}
338152	338308	internal+	3	3	{Augustus_model.g1025.t1;Augustus},{GeneMark_model.1348_t;GeneMark},{GlimmerHMM_glimmerT_1242-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.1442/Target=lcl|PJQD01000140_1_prot_POY70232_1_1038;exonerate}
338309	338371	INTRON			{Augustus_model.g1025.t1;Augustus},{GeneMark_model.1348_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1442/Target=lcl|PJQD01000140_1_prot_POY70232_1_1038;exonerate}
338372	338431	internal+	1	3	{Augustus_model.g1025.t1;Augustus},{GeneMark_model.1348_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1442/Target=lcl|PJQD01000140_1_prot_POY70232_1_1038;exonerate}
338432	338490	INTRON			{Augustus_model.g1025.t1;Augustus},{GeneMark_model.1348_t;GeneMark},{snap_scaffold_3-snap.132-T1;snap},{GlimmerHMM_glimmerT_1242-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.1442/Target=lcl|PJQD01000140_1_prot_POY70232_1_1038;exonerate},{ev_type:exonerate/ID=match.2566964.1443/Target=lcl|KQ954467_1_prot_KWU46423_1_1139;exonerate}
338491	338714	internal+	1	2	{Augustus_model.g1025.t1;Augustus},{GeneMark_model.1348_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1442/Target=lcl|PJQD01000140_1_prot_POY70232_1_1038;exonerate},{ev_type:exonerate/ID=match.2566964.1443/Target=lcl|KQ954467_1_prot_KWU46423_1_1139;exonerate}
338715	338781	INTRON			{Augustus_model.g1025.t1;Augustus},{GeneMark_model.1348_t;GeneMark},{ev_type:exonerate/ID=match.2566964.1442/Target=lcl|PJQD01000140_1_prot_POY70232_1_1038;exonerate},{ev_type:exonerate/ID=match.2566964.1449/Target=lcl|NW_017264932_1_prot_XP_018271810_1_2718;exonerate},{ev_type:exonerate/ID=match.2566964.1443/Target=lcl|KQ954467_1_prot_KWU46423_1_1139;exonerate}
